SubjID Var1 Var2 Var3 Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 final_gik1 final_gik2 final_gik3
ID1 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.5 0.5
ID10 1 1 3 113 40 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID100 3 1 2 312 41 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
ID1000 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID101 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.5 0.5
ID102 2 2 3 223 44 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID103 2 1 1 211 52 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID104 3 2 1 321 41 0.3333 0.3333 0.3333 0 0 1
ID105 1 1 3 113 40 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID106 1 1 4 114 45 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID107 3 1 1 311 39 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID108 2 1 1 211 52 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID109 2 1 1 211 52 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID11 2 1 4 214 46 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID110 2 2 2 222 30 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID111 2 1 1 211 52 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID112 2 2 2 222 30 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID113 2 2 3 223 44 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID114 3 1 1 311 39 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID115 2 1 4 214 46 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID116 1 2 4 124 26 0.3333 0.3333 0.3333 0 1 0
ID117 2 2 3 223 44 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID118 2 1 1 211 52 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID119 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID12 2 1 1 211 52 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID120 3 1 3 313 40 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID121 2 1 2 212 34 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID122 3 1 1 311 39 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID123 2 2 3 223 44 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID124 3 1 3 313 40 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID125 1 1 4 114 45 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID126 3 1 1 311 39 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID127 3 1 2 312 41 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
ID128 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.5 0.5
ID129 1 2 4 124 26 0.3333 0.3333 0.3333 0 1 0
ID13 1 2 2 122 40 0.3333 0.3333 0.3333 0 1 0
ID130 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.5 0.5
ID131 3 1 4 314 40 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
ID132 2 2 3 223 44 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID133 2 1 4 214 46 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID134 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID135 3 1 4 314 40 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
ID136 3 1 3 313 40 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID137 3 1 4 314 40 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
ID138 2 2 1 221 26 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID139 1 2 4 124 26 0.3333 0.3333 0.3333 0 1 0
ID14 2 2 4 224 44 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID140 2 1 2 212 34 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID141 1 1 2 112 34 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID142 3 2 1 321 41 0.3333 0.3333 0.3333 0 0 1
ID143 3 1 1 311 39 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID144 2 2 1 221 26 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID145 1 2 2 122 40 0.3333 0.3333 0.3333 0 1 0
ID146 3 2 3 323 47 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID147 1 1 3 113 40 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID148 3 1 3 313 40 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID149 2 2 4 224 44 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID15 3 1 3 313 40 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID150 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID151 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.5 0.5
ID152 3 1 1 311 39 0.3333 0.3333 0.3333 0.3333 0 0.6667
ID153 2 2 3 223 44 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID154 1 1 1 111 47 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
ID155 3 1 4 314 40 0.3333 0.3333 0.3333 0.3333 0.3333 0.3333
ID156 3 2 1 321 41 0.3333 0.3333 0.3333 0 0 1
ID157 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.5 0.5
ID158 1 2 1 121 50 0.3333 0.3333 0.3333 0 0.5 0.5
ID159 2 2 4 224 44 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID16 1 1 3 113 40 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID160 2 2 4 224 44 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID161 1 1 4 114 45 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID162 2 2 3 223 44 0.3333 0.3333 0.3333 0.6667 0.3333 0
ID163 3 1 3 313 40 0.3333 0.3333 0.3333 0.6667 0 0.3333
ID164 3 2 4 324 54 0.3333 0.3333 0.3333 0 0.5 0.5
ID165 1 1 4 114 45 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID166 2 2 4 224 44 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID167 1 1 2 112 34 0.3333 0.3333 0.3333 0.3333 0.6667 0
ID168 2 1 3 213 55 0.3333 0.3333 0.3333 1 0 0
ID169 3 2 2 322 41 0.3333 0.3333 0.3333 0 0.5 0.5
ID17 3 2 1 321 41 0.3333 0.3333 0.3333 0 0 1
